,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
2494,2494.0,2494.0,2494.0,2494.0,278.0,,,,,,,463912,0,0,0,0,0,1,-1.5,-0.5,0,Elia,0.0,532,False,,,40,463912.jpg,0.0,Caprile,0.1,False,,a,10,2,0,5440,1723,1216,480,0.0,0.0,Caprile,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,354,34,338,14,290,12,360,34,,,,,,
2495,2495.0,2495.0,2495.0,2495.0,279.0,,,,,,,480216,0,0,0,0,0,3,-1.5,-0.5,0,Mateusz,0.0,533,False,,,45,480216.jpg,0.0,Bogusz,0.0,False,,a,10,2,0,1473,491,465,226,0.0,0.0,Bogusz,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,446,176,435,177,405,162,451,177,,,,,,
2496,2496.0,2496.0,2496.0,2496.0,280.0,,,,,,,149915,0,0,0,0,0,2,0.1,1.1,0,Diego,0.0,549,False,,,45,149915.jpg,0.0,Llorente,0.0,False,,a,10,2,0,1617,723,387,259,0.0,0.0,Llorente,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,415,164,404,163,365,146,421,164,,,,,,
2497,2497.0,2497.0,2497.0,2497.0,281.0,,,,,100.0,75.0,15157,0,0,-1,1,0,3,2.2,0.9,1,James,0.7,241,False,,2020-09-25T19:30:11.891509Z,54,15157.jpg,1.0,Milner,0.2,False,,a,11,14,2,1106,185,6753,1258,0.1,0.4,Milner,37,0,0,0,0,0,0,0,0,0,0,0,12,4.2,7.1,4.0,1.5,287,130,206,116,222,110,290,130,4.0,,,,1.0,
2498,2498.0,2498.0,2498.0,2498.0,282.0,,,,,0.0,100.0,214285,0,0,-1,1,0,2,0.0,0.5,0,Konstantinos,0.0,242,False,Thigh injury - Expected back 17 Oct,2020-09-30T12:30:18.188585Z,49,214285.jpg,0.0,Tsimikas,0.0,False,,i,11,14,0,421,112,1806,333,0.0,0.0,Tsimikas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,481,186,473,185,453,176,486,186,,,,,,
2499,2499.0,2499.0,2499.0,2499.0,283.0,,,,,,,41733,-1,1,-1,1,0,3,3.8,2.8,2,Georginio,2.3,243,False,,,54,41733.jpg,2.3,Wijnaldum,1.6,False,,a,11,14,7,21041,7442,51496,8553,0.4,1.3,Wijnaldum,270,0,0,1,4,0,0,0,0,0,0,0,27,27.6,44.1,73.0,14.5,187,71,57,42,28,13,61,35,,,,,,
2500,2500.0,2500.0,2500.0,2500.0,284.0,,,,,50.0,0.0,56979,0,0,-1,1,0,3,1.2,0.0,0,Jordan,1.0,244,False,Thigh injury - 50% chance of playing,2020-09-20T18:30:17.718166Z,54,56979.jpg,1.5,Henderson,1.4,False,,d,11,14,3,11275,259,109634,25335,0.2,0.6,Henderson,110,0,0,0,2,0,0,0,0,0,0,0,25,20.0,20.8,7.0,4.8,210,83,132,83,195,105,213,98,,,3.0,,,
2501,2501.0,2501.0,2501.0,2501.0,285.0,,,,,,,60706,0,0,0,0,0,1,1.5,0.5,0,Adrián,0.0,245,False,,,45,60706.jpg,0.0,San Miguel del Castillo,0.3,False,,a,11,14,0,1633,400,5626,1172,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,45,386,26,344,24,406,45,,,,,,
2502,2502.0,2502.0,2502.0,2502.0,286.0,,,,,0.0,0.0,60914,0,0,-1,1,0,2,0.0,0.0,0,Joel,0.3,246,False,Muscle injury - Expected back 17 Oct,2020-09-20T18:30:17.731683Z,54,60914.jpg,1.0,Matip,0.3,False,,i,11,14,1,1602,58,20057,3120,0.1,0.2,Matip,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,507,192,505,192,494,187,512,192,,,,,,
2503,2503.0,2503.0,2503.0,2503.0,287.0,,,,,100.0,100.0,68312,0,0,-1,1,0,3,1.5,0.5,0,Xherdan,0.0,247,False,,2020-09-11T12:30:13.571573Z,64,68312.jpg,0.0,Shaqiri,0.0,False,,a,11,14,0,317,174,2019,194,0.0,0.0,Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,547,223,548,223,547,222,548,223,5.0,,5.0,,,
2504,2504.0,2504.0,2504.0,2504.0,288.0,,,,,0.0,0.0,81880,0,0,-1,1,0,3,0.0,0.0,0,Alex,0.0,248,False,Knee injury - Unknown return date,2020-08-21T14:30:10.835560Z,64,81880.jpg,0.0,Oxlade-Chamberlain,0.0,False,,i,11,14,0,209,40,1857,267,0.0,0.0,Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,548,224,549,224,548,223,549,224,,,,,,
2505,2505.0,2505.0,2505.0,2505.0,289.0,,,,,,,92217,0,0,-1,1,0,4,4.2,3.2,2,Roberto,2.7,249,False,,,94,92217.jpg,2.7,Firmino,3.0,False,,a,11,14,8,36019,12265,133196,21430,0.3,0.9,Firmino,265,0,1,1,4,0,0,0,1,0,0,0,43,38.2,66.9,108.0,21.3,142,16,29,2,20,12,26,12,,,,,4.0,
2506,2506.0,2506.0,2506.0,2506.0,290.0,,,,,,,97032,0,0,0,0,0,2,6.8,5.8,2,Virgil,5.3,250,False,,,65,97032.jpg,5.3,van Dijk,29.0,False,,a,11,14,16,300640,54875,299932,66620,0.8,2.5,van Dijk,270,1,0,1,4,0,0,0,0,0,0,1,60,67.0,4.3,66.0,13.7,61,17,220,61,34,1,64,11,,,,,,
2507,2507.0,2507.0,2507.0,2507.0,291.0,,,,,,,110979,0,0,-1,1,1,3,9.8,8.8,7,Sadio,8.3,251,True,,,119,110979.jpg,8.3,Mané,12.3,False,,a,11,14,25,273142,138492,356662,20469,0.7,2.1,Mané,259,3,0,1,4,0,0,0,1,0,0,4,84,135.8,79.0,208.0,42.4,7,3,20,14,3,2,3,2,,,,,3.0,
2508,2508.0,2508.0,2508.0,2508.0,292.0,,,,,,,116535,0,0,0,0,1,1,7.2,6.2,2,Alisson,5.7,252,False,,,60,116535.jpg,5.7,Ramses Becker,13.9,False,,a,11,14,17,176608,56449,190626,30889,1.0,2.8,Alisson,270,0,0,1,4,0,1,0,0,0,5,2,66,75.0,0.0,0.0,7.5,44,5,543,58,542,58,147,7,,,,,,
2509,2509.0,2509.0,2509.0,2509.0,293.0,,,,,,,116643,0,0,0,0,0,3,4.5,3.5,2,Fabio Henrique,3.0,253,False,,,55,116643.jpg,3.0,Tavares,1.6,False,,a,11,14,9,35195,10603,43853,8874,0.5,1.6,Fabinho,212,0,1,1,2,0,0,0,0,0,0,0,52,42.2,17.4,2.0,6.2,127,47,149,94,246,120,177,84,,,4.0,,,
2510,2510.0,2510.0,2510.0,2510.0,294.0,,,,,,,118748,0,0,1,-1,1,3,10.8,9.8,5,Mohamed,9.3,254,True,,,121,118748.jpg,9.3,Salah,39.1,False,,a,11,14,28,677973,134616,330103,38901,0.8,2.3,Salah,270,3,1,1,4,0,0,0,0,0,0,3,101,139.6,138.9,256.0,53.4,5,2,2,2,1,1,1,1,6.0,,2.0,,2.0,
2511,2511.0,2511.0,2511.0,2511.0,295.0,,,,,,,122798,0,0,0,0,1,2,8.2,7.2,10,Andrew,6.7,255,False,,,70,122798.jpg,6.7,Robertson,13.8,False,,a,11,14,20,253962,90464,230965,29800,1.0,2.9,Robertson,270,1,1,1,4,0,0,0,0,0,0,2,75,75.0,65.4,53.0,19.4,45,11,32,8,45,3,34,3,2.0,,,,,
2512,2512.0,2512.0,2512.0,2512.0,296.0,,,,,,,152760,0,0,-1,1,0,4,1.5,0.5,0,Divock,0.0,256,False,,,54,152760.jpg,0.0,Origi,0.8,False,,a,11,14,0,9414,1385,42171,7768,0.0,0.0,Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,52,511,56,501,56,518,56,,,,,,
2513,2513.0,2513.0,2513.0,2513.0,297.0,,,,,,,153682,0,0,-2,2,0,3,1.5,0.5,0,Harry,0.0,257,False,,,53,153682.jpg,0.0,Wilson,0.1,False,,a,11,14,0,304,76,3604,424,0.0,0.0,Harry Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502,203,500,204,489,198,507,204,,,,,,
2514,2514.0,2514.0,2514.0,2514.0,298.0,,,,,,,157882,0,0,-2,2,0,3,2.2,1.2,1,Takumi,0.7,258,False,,,63,157882.jpg,1.0,Minamino,0.2,False,,a,11,14,2,1483,301,22475,1863,0.1,0.3,Minamino,5,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.3,2.0,0.2,545,222,301,150,251,125,326,151,,,,,,
2515,2515.0,2515.0,2515.0,2515.0,299.0,,,,,,,169187,0,0,0,0,0,2,6.5,5.5,7,Trent,5.0,259,False,,,75,169187.jpg,5.0,Alexander-Arnold,43.7,False,,a,11,14,15,184204,53850,733887,85289,0.7,2.0,Alexander-Arnold,268,0,1,1,4,0,0,0,1,0,0,4,68,52.6,109.8,22.0,18.4,88,33,9,4,133,27,41,5,1.0,,1.0,,,
2516,2516.0,2516.0,2516.0,2516.0,300.0,,,,,100.0,75.0,171287,0,0,-1,1,0,2,2.5,1.1,2,Joseph,1.0,260,False,,2020-09-20T18:30:17.764520Z,54,171287.jpg,1.5,Gomez,2.7,False,,a,11,14,3,26814,6767,173409,20107,0.2,0.6,Gomez,180,0,0,0,4,0,0,0,0,0,0,0,32,36.2,13.1,0.0,4.9,150,63,167,42,502,191,210,71,,,,,,
2517,2517.0,2517.0,2517.0,2517.0,301.0,,,,,,,175592,0,0,-1,1,0,3,3.5,2.5,2,Naby,2.0,261,False,,,54,175592.jpg,2.0,Keita,0.7,False,,a,11,14,6,10424,3064,40054,4963,0.4,1.1,Keita,198,0,0,1,3,0,0,0,0,0,0,0,27,17.2,22.7,48.0,8.8,222,88,121,77,55,26,124,63,,,,,,
2518,2518.0,2518.0,2518.0,2518.0,302.0,,,,,,,195473,0,0,0,0,0,4,1.5,0.5,0,Rhian,0.0,262,False,,,45,195473.jpg,0.0,Brewster,4.8,False,,a,11,14,0,156577,10295,207914,41976,0.0,0.0,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425,42,415,47,380,46,431,47,,,,,,
2519,2519.0,2519.0,2519.0,2519.0,303.0,,,,,,,206915,0,0,0,0,0,3,1.8,0.8,0,Curtis,0.3,263,False,,,45,206915.jpg,1.0,Jones,0.5,False,,a,11,14,1,13115,1554,17436,3196,0.1,0.2,Jones,24,0,0,0,1,0,0,0,0,0,0,0,2,2.4,13.3,2.0,1.8,305,138,165,101,239,117,286,129,,,,,,
2520,2520.0,2520.0,2520.0,2520.0,304.0,,,,,,,215136,0,0,0,0,0,2,1.5,0.5,0,Neco,0.0,264,False,,,40,215136.jpg,0.0,Williams,3.7,False,,a,11,14,0,41314,7670,90175,17657,0.0,0.0,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,346,122,330,120,280,95,352,122,3.0,,,,,
2521,2521.0,2521.0,2521.0,2521.0,305.0,,,,,,,444884,-1,1,-1,1,0,3,1.5,0.5,0,Harvey,0.0,265,False,,,44,444884.jpg,0.0,Elliott,0.1,False,,a,11,14,0,1777,335,4478,911,0.0,0.0,Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,380,155,365,156,322,135,387,156,,,,,,
2522,2522.0,2522.0,2522.0,2522.0,306.0,,,,,,,194634,0,0,-2,2,0,3,3.5,2.5,6,Diogo,2.0,468,False,,,63,194634.jpg,6.0,Jota,1.6,False,,a,11,14,6,31284,12974,157707,15645,0.3,1.0,Jota,10,1,0,0,0,0,0,0,0,0,0,0,15,29.2,1.9,28.0,5.9,179,68,248,133,111,57,182,87,,,,,,
2523,2523.0,2523.0,2523.0,2523.0,307.0,,,,,0.0,,61558,0,0,0,0,0,3,0.0,1.0,0,Thiago,0.5,531,False,Illness - Expected back 17 Oct,2020-09-28T21:00:20.374299Z,60,61558.jpg,1.0,Alcántara do Nascimento,3.0,False,,i,11,14,1,258630,33111,111757,69002,0.1,0.2,Thiago,45,0,0,0,0,0,0,0,0,0,0,0,3,3.2,17.8,1.0,2.2,297,134,146,92,257,130,273,123,,,,,,
2524,2524.0,2524.0,2524.0,2524.0,308.0,,,,,,,27789,0,0,0,0,0,2,3.0,2.0,1,Fernando,1.5,266,False,,,55,27789.jpg,1.5,Luiz Rosa,1.5,False,,a,12,43,3,31955,3990,22880,7000,0.3,0.5,Fernandinho,140,0,0,0,2,0,0,0,0,0,0,0,17,31.0,12.8,29.0,7.3,172,71,174,45,106,22,151,44,,,,,,
2525,2525.0,2525.0,2525.0,2525.0,309.0,,,,,0.0,0.0,33148,0,0,0,0,0,1,0.0,0.0,0,Claudio,0.0,267,False,Contract expired,2020-08-18T13:59:17.226190Z,45,33148.jpg,0.0,Bravo,0.0,False,,u,12,43,0,253,43,896,169,0.0,0.0,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,388,42,373,22,330,20,395,42,,,,,,
2526,2526.0,2526.0,2526.0,2526.0,310.0,,,,,0.0,0.0,37572,0,0,-1,1,0,4,0.0,0.0,0,Sergio,0.0,268,False,Knee injury - Expected back 31 Oct,2020-09-18T13:30:12.262659Z,104,37572.jpg,0.0,Agüero,1.5,False,,i,12,43,0,55953,432,231195,18990,0.0,0.0,Agüero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,556,66,556,66,556,66,556,66,,,,,2.0,
2527,2527.0,2527.0,2527.0,2527.0,311.0,,,,,0.0,25.0,57410,-1,1,-1,1,0,2,0.0,0.1,0,Nicolás,0.0,269,False,Joined Benfica on a permanent deal on 29/9. - Unknown return date,2020-09-24T23:30:12.376512Z,49,57410.jpg,0.0,Otamendi,0.5,False,,n,12,43,0,5198,59,24548,9617,0.0,0.0,Otamendi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,458,177,449,176,422,164,463,177,,,,,,
2528,2528.0,2528.0,2528.0,2528.0,312.0,,,,,,,58621,0,0,0,0,0,2,2.5,1.5,0,Kyle,1.0,270,False,,,60,58621.jpg,1.0,Walker,5.5,False,,a,12,43,2,90053,10016,95639,32864,0.2,0.3,Walker,180,0,0,0,6,0,0,0,0,0,0,0,21,29.2,17.1,29.0,7.5,178,74,150,35,108,23,146,42,,,,,,
2529,2529.0,2529.0,2529.0,2529.0,313.0,,,,,50.0,0.0,59859,-1,1,-1,1,0,3,0.8,0.0,0,Ilkay,0.0,271,False,Illness - 50% chance of playing,2020-09-21T10:30:18.211907Z,54,59859.jpg,0.0,Gündogan,0.3,False,,d,12,43,0,9236,126,25591,4079,0.0,0.0,Gündogan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,505,205,503,206,492,200,510,206,3.0,,3.0,,2.0,
2530,2530.0,2530.0,2530.0,2530.0,314.0,,,,,,,61366,0,0,1,-1,0,3,9.0,8.0,2,Kevin,7.5,272,False,,,116,61366.jpg,7.5,De Bruyne,43.3,False,,a,12,43,15,1400887,135982,266890,79068,0.6,1.3,De Bruyne,180,1,1,0,6,0,0,0,0,0,0,3,55,95.6,114.1,74.0,28.4,19,8,6,5,27,12,11,6,1.0,,1.0,,1.0,
2531,2531.0,2531.0,2531.0,2531.0,315.0,,,,,,,97299,0,0,0,0,0,2,2.5,1.5,0,John,1.0,273,False,,,50,97299.jpg,2.0,Stones,0.6,False,,a,12,43,2,16378,1800,13281,5392,0.2,0.4,Stones,90,0,0,0,1,0,0,0,0,0,0,0,14,20.2,0.3,0.0,2.1,208,83,296,107,472,182,277,97,,,,,,
2532,2532.0,2532.0,2532.0,2532.0,316.0,,,,,,,102826,0,0,0,0,0,2,2.0,1.0,0,Benjamin,0.5,274,False,,,60,102826.jpg,0.5,Mendy,1.8,False,,a,12,43,1,17117,2340,31223,9405,0.1,0.2,Mendy,180,0,0,0,6,0,0,0,1,0,0,0,21,16.6,24.9,8.0,5.0,224,89,108,27,191,52,208,70,,,,,,
2533,2533.0,2533.0,2533.0,2533.0,317.0,,,,,,,103025,-1,1,-1,1,1,3,7.5,6.5,12,Riyad,6.0,275,False,,,84,103025.jpg,12.0,Mahrez,3.6,False,,a,12,43,12,192341,127585,94667,17922,0.7,1.4,Mahrez,90,1,1,0,5,0,0,0,0,0,0,2,39,52.4,42.9,30.0,12.5,90,33,60,44,104,54,75,44,2.0,,2.0,,4.0,
2534,2534.0,2534.0,2534.0,2534.0,318.0,,,,,,,103955,0,0,0,0,0,3,5.0,4.0,2,Raheem,3.5,276,False,,,115,103955.jpg,3.5,Sterling,6.2,False,,a,12,43,7,299453,34214,138206,35857,0.3,0.6,Sterling,171,0,1,0,6,0,0,0,0,0,0,0,13,26.8,21.2,69.0,11.7,190,73,130,82,32,15,87,46,,,4.0,,6.0,
2535,2535.0,2535.0,2535.0,2535.0,319.0,,,,,0.0,0.0,121145,-1,1,-1,1,0,2,0.0,0.0,0,João Pedro Cavaco,0.0,277,False,Foot injury - Expected back 17 Oct,2020-09-21T22:00:11.898705Z,54,121145.jpg,0.0,Cancelo,0.5,False,,i,12,43,0,9798,75,40060,9310,0.0,0.0,Cancelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,511,195,509,195,499,190,516,195,,,,,,
2536,2536.0,2536.0,2536.0,2536.0,320.0,,,,,,,121160,0,0,0,0,0,1,2.5,1.5,0,Ederson,1.0,278,False,,,60,121160.jpg,1.0,Santana de Moraes,5.3,False,,a,12,43,2,71212,7450,81116,28204,0.2,0.3,Ederson,180,0,0,0,6,0,0,0,0,0,2,0,24,19.2,0.0,0.0,1.9,212,20,544,59,543,59,283,20,,,,,,
2537,2537.0,2537.0,2537.0,2537.0,321.0,,,,,,,126184,0,0,0,0,0,2,5.0,4.0,5,Nathan,3.5,279,False,,,55,126184.jpg,3.5,Aké,8.1,False,,a,12,43,7,164452,33291,120693,27105,0.6,1.3,Aké,180,1,0,0,6,0,0,0,1,0,0,0,33,50.6,8.2,17.0,7.6,95,35,200,57,154,37,145,41,,,,,,
2538,2538.0,2538.0,2538.0,2538.0,322.0,,,,,100.0,25.0,146941,0,0,0,0,0,2,1.5,0.1,0,Aymeric,0.0,280,False,,2020-09-18T13:30:12.276549Z,60,146941.jpg,0.0,Laporte,3.0,False,,a,12,43,0,29123,3117,159107,16812,0.0,0.0,Laporte,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,542,201,545,201,544,201,545,201,,,,,,
2539,2539.0,2539.0,2539.0,2539.0,323.0,,,,,100.0,0.0,165809,-1,1,-1,1,0,3,1.5,0.0,0,Bernardo Mota,0.0,281,False,,2020-09-08T22:30:12.089513Z,74,165809.jpg,0.0,Veiga de Carvalho e Silva,0.4,False,,a,12,43,0,3438,514,32655,4978,0.0,0.0,Bernardo Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,552,227,552,227,552,227,552,227,4.0,,,,,
2540,2540.0,2540.0,2540.0,2540.0,324.0,,,,,0.0,25.0,205651,-1,1,-1,1,0,4,0.0,0.9,0,Gabriel Fernando,3.0,282,False,Muscle injury - Expected back 24 Oct,2020-09-25T18:00:17.193627Z,94,205651.jpg,6.0,de Jesus,1.4,False,,i,12,43,6,120961,887,160633,55927,0.3,0.6,Jesus,90,1,0,0,1,0,0,0,1,0,0,1,28,47.0,13.8,45.0,10.6,110,14,162,24,62,28,97,19,,,,,5.0,
2541,2541.0,2541.0,2541.0,2541.0,325.0,,,,,0.0,25.0,206325,0,0,0,0,0,2,0.0,0.1,0,Oleksandr,0.0,283,False,Unknown - Expected back 24 Oct,2020-10-01T01:00:15.242512Z,55,206325.jpg,0.0,Zinchenko,0.3,False,,i,12,43,0,2612,191,13988,2401,0.0,0.0,Zinchenko,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,199,528,199,524,199,528,199,,,,,,
2542,2542.0,2542.0,2542.0,2542.0,326.0,,,,,,,209244,1,-1,1,-1,0,3,7.0,6.0,2,Phil,5.5,284,False,,,66,209244.jpg,5.5,Foden,8.3,False,,a,12,43,11,430126,85390,162188,42574,0.8,1.7,Foden,153,1,0,0,4,0,0,0,0,0,0,2,42,47.0,22.5,23.0,9.2,109,39,123,79,127,70,120,60,5.0,,,,,
2543,2543.0,2543.0,2543.0,2543.0,327.0,,,,,,,220394,0,0,0,0,0,3,1.5,0.5,0,Tommy,0.0,285,False,,,45,220394.jpg,0.0,Doyle,0.1,False,,a,12,43,0,1970,318,2606,583,0.0,0.0,Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,431,165,421,166,389,150,437,166,,,,,,
2544,2544.0,2544.0,2544.0,2544.0,328.0,,,,,,,220566,0,0,0,0,0,3,3.0,2.0,2,Rodrigo,1.5,286,False,,,55,220566.jpg,1.5,Hernandez,0.5,False,,a,12,43,3,9495,2275,14968,3284,0.3,0.5,Rodrigo,180,0,0,0,6,0,0,0,1,0,0,0,22,24.6,24.2,4.0,5.3,198,77,112,70,225,111,198,91,,,,,,
2545,2545.0,2545.0,2545.0,2545.0,329.0,,,,,,,224444,-1,1,-1,1,0,3,2.5,1.5,1,Ferran,1.0,287,False,,,69,224444.jpg,1.0,Torres,0.9,False,,a,12,43,2,11854,930,32597,6662,0.1,0.3,Torres,35,0,0,0,2,0,0,0,0,0,0,0,1,0.4,12.2,1.0,1.3,325,152,176,105,258,131,296,132,,,,,,
2546,2546.0,2546.0,2546.0,2546.0,330.0,,,,,100.0,100.0,432656,0,0,-1,1,0,2,1.5,0.5,0,Eric,0.0,288,False,,2020-09-21T22:00:11.951636Z,49,432656.jpg,0.0,Garcia,0.2,False,,a,12,43,0,3878,1304,8977,1594,0.0,0.0,Garcia,90,0,0,0,5,0,0,0,0,0,0,0,17,14.6,15.8,0.0,3.0,233,93,154,36,459,178,249,84,,,,,,
2547,2547.0,2547.0,2547.0,2547.0,331.0,,,,,25.0,25.0,449926,0,0,0,0,0,3,0.4,0.1,0,Adrián,0.0,537,False,Leg injury - 25% chance of playing,2020-09-24T23:30:12.771005Z,45,449926.jpg,0.0,Bernabé,0.0,False,,d,12,43,0,297,38,183,82,0.0,0.0,Bernabé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,443,174,433,175,403,160,449,175,,,,,,
2548,2548.0,2548.0,2548.0,2548.0,332.0,,,,,,,164484,0,0,0,0,0,1,1.5,0.5,0,Zack,0.0,538,False,,,45,164484.jpg,0.0,Steffen,0.0,False,,a,12,43,0,226,90,83,52,0.0,0.0,Steffen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,53,408,38,371,36,424,53,,,,,,
2549,2549.0,2549.0,2549.0,2549.0,333.0,,,,,,,463034,0,0,0,0,0,4,2.0,1.0,1,Liam,0.5,539,False,,,45,463034.jpg,1.0,Delap,0.9,False,,a,12,43,1,65353,35652,17728,11006,0.1,0.2,Delap,39,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.3,4.0,0.2,444,44,293,40,215,41,324,43,,,,,,
2550,2550.0,2550.0,2550.0,2550.0,334.0,,,,,,,244851,0,0,0,0,0,3,2.6,1.6,0,Cole,0.0,552,False,,,45,244851.jpg,0.0,Palmer,0.0,False,,a,12,43,0,132,132,26,26,0.0,0.0,Palmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441,172,431,173,400,158,447,173,,,,,,
2551,2551.0,2551.0,2551.0,2551.0,335.0,,,,,,,171314,0,0,0,0,0,2,4.0,3.0,0,Rúben Santos,0.0,556,False,,,55,171314.jpg,0.0,Gato Alves Dias,0.0,False,,a,12,43,0,2225,2225,159,159,0.0,0.0,Dias,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,520,196,524,196,520,196,524,196,,,,,,
2552,2552.0,2552.0,2552.0,2552.0,336.0,,,,,0.0,0.0,42899,0,0,0,0,0,1,0.0,0.0,0,Sergio,0.0,289,False,Personal Reasons - Unknown return date,2020-09-18T11:00:13.071653Z,50,42899.jpg,0.0,Romero,0.1,False,,i,13,1,0,214,21,4950,743,0.0,0.0,Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,487,57,481,47,464,46,492,57,,,,,,
2553,2553.0,2553.0,2553.0,2553.0,337.0,,,,,,,43670,-1,1,-1,1,0,3,0.0,1.0,0,Juan,0.0,290,False,,,59,43670.jpg,0.0,Mata,0.1,False,,a,13,1,0,1260,258,3856,910,0.0,0.0,Mata,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,529,215,532,217,530,215,533,216,4.0,,4.0,,5.0,
2554,2554.0,2554.0,2554.0,2554.0,338.0,,,,,,,51940,0,0,0,0,0,1,1.5,2.5,2,David,1.5,291,False,,,55,51940.jpg,1.5,de Gea,4.1,False,,a,13,1,3,47221,3993,71303,19602,0.3,0.5,de Gea,180,0,0,0,5,0,0,0,0,0,5,0,25,42.4,0.0,0.0,4.3,126,15,519,56,514,56,227,15,,,,,,
2555,2555.0,2555.0,2555.0,2555.0,339.0,,,,,,,55909,-1,1,-1,1,0,2,0.0,1.0,0,Chris,0.0,292,False,,,49,55909.jpg,0.0,Smalling,0.2,False,,a,13,1,0,1619,163,6057,1420,0.0,0.0,Smalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,457,176,448,175,421,163,462,176,,,,,,
2556,2556.0,2556.0,2556.0,2556.0,340.0,,,,,,,58498,0,0,-1,1,0,4,0.5,1.5,0,Odion,0.5,293,False,,,64,58498.jpg,1.0,Ighalo,0.2,False,,a,13,1,1,3318,329,11488,2986,0.1,0.2,Ighalo,9,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.1,2.0,0.2,546,64,310,45,253,44,327,44,,,,,,
2557,2557.0,2557.0,2557.0,2557.0,341.0,,,,,,,58893,-1,1,-1,1,0,2,0.0,1.0,0,Marcos,0.0,294,False,,,49,58893.jpg,0.0,Rojo,0.1,False,,a,13,1,0,355,47,1830,420,0.0,0.0,Rojo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,459,178,450,177,423,165,464,178,,,,,,
